LOCALIZADOR;PLAN.;ELEMENTO;OS;POSICAO;BITOLA;PESO (KG);QTDE;COMPR. UNIT.;Compr. Corte;QR CODE
LIVING-MA.117;21869;V31;324;05;12,5mm;3,53;2;180;180;BF2D@HjLIVING-MA.117@r01@i324@p479265@l1800@n2@e3.528@d12.5@gCA50@s50.00@v@Gl1800@w0@C73@
LIVING-MA.117;21869;V31;325;06;25mm;54,99;2;705;705;BF2D@HjLIVING-MA.117@r01@i325@p479266@l7050@n2@e54.99@d25.0@gCA50@s375.00@v@Gl7050@w0@C95@
LIVING-MA.117;21869;V31;326;07;12,5mm;12,74;2;650;650;BF2D@HjLIVING-MA.117@r01@i326@p479267@l6500@n2@e12.74@d12.5@gCA50@s50.00@v@Gl6500@w0@C69@
LIVING-MA.117;21869;V31;327;08;12,5mm;14,90;4;380;380;BF2D@HjLIVING-MA.117@r01@i327@p479268@l3800@n4@e14.896@d12.5@gCA50@s50.00@v@Gl3800@w0@C67@
LIVING-MA.117;21869;V31;328;09;16mm;32,00;2;1000;1000;BF2D@HjLIVING-MA.117@r01@i328@p479269@l10000@n2@e32@d16.0@gCA50@s240.00@v@Gl10000@w0@C92@
LIVING-MA.117;21869;V31;329;10;16mm;5,84;1;365;365;BF2D@HjLIVING-MA.117@r01@i329@p479270@l3650@n1@e5.84@d16.0@gCA50@s240.00@v@Gl3650@w0@C96@
LIVING-MA.117;21869;V31;330;11;16mm;4,48;1;280;280;BF2D@HjLIVING-MA.117@r01@i330@p479271@l2800@n1@e4.48@d16.0@gCA50@s240.00@v@Gl2800@w0@C80@
LIVING-MA.117;21869;V31;331;12;12,5mm;3,23;2;165;165;BF2D@HjLIVING-MA.117@r01@i331@p479272@l1650@n2@e3.234@d12.5@gCA50@s50.00@v@Gl1650@w0@C77@
LIVING-MA.117;21869;V31;332;13;12,5mm;22,05;2;1125;1125;BF2D@HjLIVING-MA.117@r01@i332@p479273@l11250@n2@e22.05@d12.5@gCA50@s50.00@v@Gl11250@w0@C84@
LIVING-MA.117;21869;V31;333;14;12,5mm;10,98;4;280;280;BF2D@HjLIVING-MA.117@r01@i333@p479274@l2800@n4@e10.976@d12.5@gCA50@s50.00@v@Gl2800@w0@C80@
LIVING-MA.117;21869;V31;334;15;12,5mm;9,80;2;500;500;BF2D@HjLIVING-MA.117@r01@i334@p479275@l5000@n2@e9.8@d12.5@gCA50@s50.00@v@Gl5000@w0@C80@
LIVING-MA.117;21869;V31;335;16;12,5mm;22,93;2;1170;1170;BF2D@HjLIVING-MA.117@r01@i335@p479276@l11700@n2@e22.932@d12.5@gCA50@s50.00@v@Gl11700@w0@C85@
LIVING-MA.117;21869;V31;336;17;12,5mm;4,17;1;425;425;BF2D@HjLIVING-MA.117@r01@i336@p479277@l4250@n1@e4.165@d12.5@gCA50@s50.00@v@Gl4250@w0@C66@
LIVING-MA.117;21869;V31;337;18;12,5mm;13,52;2;690;690;BF2D@HjLIVING-MA.117@r01@i337@p479278@l6900@n2@e13.524@d12.5@gCA50@s50.00@v@Gl6900@w0@C72@
LIVING-MA.117;21869;V31;338;19;12,5mm;3,92;1;400;400;BF2D@HjLIVING-MA.117@r01@i338@p479279@l4000@n1@e3.92@d12.5@gCA50@s50.00@v@Gl4000@w0@C94@
LIVING-MA.117;21869;V31;339;20;6,3mm;57,38;135;170;165;BF2D@HjLIVING-MA.117@r01@i339@p479280@l1700@n135@e57.375@d6.3@gCA50@s25.00@v@Gl60@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l60@w0@C96@
LIVING-MA.117;21869;V31;340;21;8mm;9,29;6;387;387;BF2D@HjLIVING-MA.117@r01@i340@p479281@l3870@n6@e9.288@d8.0@gCA50@s32.00@v@Gl3870@w0@C94@
LIVING-MA.117;21869;V31;341;22;8mm;17,83;6;743;743;BF2D@HjLIVING-MA.117@r01@i341@p479282@l7430@n6@e17.832@d8.0@gCA50@s32.00@v@Gl7430@w0@C90@
LIVING-MA.117;21869;V31;342;23;8mm;14,76;6;615;615;BF2D@HjLIVING-MA.117@r01@i342@p479283@l6150@n6@e14.76@d8.0@gCA50@s32.00@v@Gl6150@w0@C79@
LIVING-MA.117;21869;V31;343;24;8mm;13,68;6;570;570;BF2D@HjLIVING-MA.117@r01@i343@p479284@l5700@n6@e13.68@d8.0@gCA50@s32.00@v@Gl5700@w0@C77@
LIVING-MA.117;21869;V31;344;25;8mm;16,08;6;670;670;BF2D@HjLIVING-MA.117@r01@i344@p479285@l6700@n6@e16.08@d8.0@gCA50@s32.00@v@Gl6700@w0@C76@
LIVING-MA.117;21869;V34;355;01;12,5mm;10,13;2;517;511;BF2D@HjLIVING-MA.117@r01@i355@p479299@l5170@n2@e10.133@d12.5@gCA50@s50.00@v@Gl400@w-90@l4370@w-90@l400@w0@C85@
LIVING-MA.117;21869;V34;356;02;12,5mm;2,85;1;291;288;BF2D@HjLIVING-MA.117@r01@i356@p479300@l2910@n1@e2.852@d12.5@gCA50@s50.00@v@Gl400@w-90@l2510@w0@C65@
LIVING-MA.117;21869;V34;357;03;12,5mm;10,33;2;527;521;BF2D@HjLIVING-MA.117@r01@i357@p479301@l5270@n2@e10.329@d12.5@gCA50@s50.00@v@Gl450@w-90@l4370@w-90@l450@w0@C81@
LIVING-MA.117;21869;V34;358;04;12,5mm;3,04;1;310;310;BF2D@HjLIVING-MA.117@r01@i358@p479302@l3100@n1@e3.038@d12.5@gCA50@s50.00@v@Gl3100@w0@C89@
LIVING-MA.117;21869;V34;359;05;6,3mm;7,15;22;130;125;BF2D@HjLIVING-MA.117@r01@i359@p479303@l1300@n22@e7.15@d6.3@gCA50@s25.00@v@Gl60@w-120@l450@w-90@l140@w-90@l450@w-90@l140@w-120@l60@w0@C77@
LOCALIZADOR;PLAN.;ELEMENTO;OS;POSICAO;BITOLA;PESO (KG);QTDE;COMPR. UNIT.;Compr. Corte;QR CODE
LIVING-MA.117;21869;V35;360;01;12,5mm;6,68;2;341;338;BF2D@HjLIVING-MA.117@r01@i360@p479305@l3410@n2@e6.684@d12.5@gCA50@s50.00@v@Gl140@w-90@l3270@w0@C88@
LIVING-MA.117;21869;V35;361;02;12,5mm;14,50;4;370;370;BF2D@HjLIVING-MA.117@r01@i361@p479306@l3700@n4@e14.504@d12.5@gCA50@s50.00@v@Gl3700@w0@C92@
LIVING-MA.117;21869;V35;362;03;8mm;2,28;2;285;285;BF2D@HjLIVING-MA.117@r01@i362@p479307@l2850@n2@e2.28@d8.0@gCA50@s32.00@v@Gl2850@w0@C68@
LIVING-MA.117;21869;V35;363;04;20mm;40,50;3;540;540;BF2D@HjLIVING-MA.117@r01@i363@p479308@l5400@n3@e40.5@d20.0@gCA50@s300.00@v@Gl5400@w0@C88@
LIVING-MA.117;21869;V35;364;05;20mm;30,75;3;410;410;BF2D@HjLIVING-MA.117@r01@i364@p479309@l4100@n3@e30.75@d20.0@gCA50@s300.00@v@Gl4100@w0@C72@
LIVING-MA.117;21869;V35;365;06;20mm;13,75;2;275;275;BF2D@HjLIVING-MA.117@r01@i365@p479310@l2750@n2@e13.75@d20.0@gCA50@s300.00@v@Gl2750@w0@C93@
LIVING-MA.117;21869;V35;366;07;25mm;46,80;2;600;600;BF2D@HjLIVING-MA.117@r01@i366@p479311@l6000@n2@e46.8@d25.0@gCA50@s375.00@v@Gl6000@w0@C72@
LIVING-MA.117;21869;V35;367;08;25mm;35,88;2;460;460;BF2D@HjLIVING-MA.117@r01@i367@p479312@l4600@n2@e35.88@d25.0@gCA50@s375.00@v@Gl4600@w0@C72@
LIVING-MA.117;21869;V35;368;09;25mm;24,96;2;320;320;BF2D@HjLIVING-MA.117@r01@i368@p479313@l3200@n2@e24.96@d25.0@gCA50@s375.00@v@Gl3200@w0@C83@
LIVING-MA.117;21869;V35;369;10;16mm;13,60;2;425;425;BF2D@HjLIVING-MA.117@r01@i369@p479314@l4250@n2@e13.6@d16.0@gCA50@s240.00@v@Gl4250@w0@C73@
LIVING-MA.117;21869;V35;370;11;16mm;3,92;1;245;245;BF2D@HjLIVING-MA.117@r01@i370@p479315@l2450@n1@e3.92@d16.0@gCA50@s240.00@v@Gl2450@w0@C77@
LIVING-MA.117;21869;V35;371;12;12,5mm;8,92;2;455;455;BF2D@HjLIVING-MA.117@r01@i371@p479316@l4550@n2@e8.918@d12.5@gCA50@s50.00@v@Gl4550@w0@C88@
LIVING-MA.117;21869;V35;372;13;12,5mm;1,96;1;200;200;BF2D@HjLIVING-MA.117@r01@i372@p479317@l2000@n1@e1.96@d12.5@gCA50@s50.00@v@Gl2000@w0@C73@
LIVING-MA.117;21869;V35;373;14;12,5mm;19,40;2;990;990;BF2D@HjLIVING-MA.117@r01@i373@p479318@l9900@n2@e19.404@d12.5@gCA50@s50.00@v@Gl9900@w0@C68@
LIVING-MA.117;21869;V35;374;15;12,5mm;1,76;1;180;180;BF2D@HjLIVING-MA.117@r01@i374@p479319@l1800@n1@e1.764@d12.5@gCA50@s50.00@v@Gl1800@w0@C69@
LIVING-MA.117;21869;V35;375;16;12,5mm;12,70;2;648;645;BF2D@HjLIVING-MA.117@r01@i375@p479320@l6480@n2@e12.701@d12.5@gCA50@s50.00@v@Gl540@w-90@l5940@w0@C94@
LIVING-MA.117;21869;V35;376;17;12,5mm;3,33;1;340;340;BF2D@HjLIVING-MA.117@r01@i376@p479321@l3400@n1@e3.332@d12.5@gCA50@s50.00@v@Gl3400@w0@C85@
LIVING-MA.117;21869;V35;377;18;16mm;28,96;2;905;905;BF2D@HjLIVING-MA.117@r01@i377@p479322@l9050@n2@e28.96@d16.0@gCA50@s240.00@v@Gl9050@w0@C70@
LIVING-MA.117;21869;V35;378;19;16mm;22,08;2;690;690;BF2D@HjLIVING-MA.117@r01@i378@p479323@l6900@n2@e22.08@d16.0@gCA50@s240.00@v@Gl6900@w0@C79@
LIVING-MA.117;21869;V35;379;20;16mm;12,48;2;390;390;BF2D@HjLIVING-MA.117@r01@i379@p479324@l3900@n2@e12.48@d16.0@gCA50@s240.00@v@Gl3900@w0@C80@
LIVING-MA.117;21869;V35;380;21;12,5mm;15,19;2;775;775;BF2D@HjLIVING-MA.117@r01@i380@p479325@l7750@n2@e15.19@d12.5@gCA50@s50.00@v@Gl7750@w0@C88@
LIVING-MA.117;21869;V35;381;22;12,5mm;21,27;2;1085;1085;BF2D@HjLIVING-MA.117@r01@i381@p479326@l10850@n2@e21.266@d12.5@gCA50@s50.00@v@Gl10850@w0@C79@
LIVING-MA.117;21869;V35;382;23;8mm;127,37;183;174;167;BF2D@HjLIVING-MA.117@r01@i382@p479327@l1740@n183@e127.368@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C72@
LIVING-MA.117;21869;V35;383;24;8mm;16,70;24;174;167;BF2D@HjLIVING-MA.117@r01@i383@p479328@l1740@n24@e16.704@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C85@
LIVING-MA.117;21869;V35;384;25;8mm;14,50;6;604;604;BF2D@HjLIVING-MA.117@r01@i384@p479329@l6040@n6@e14.496@d8.0@gCA50@s32.00@v@Gl6040@w0@C86@
LIVING-MA.117;21869;V35;385;26;8mm;17,78;6;741;741;BF2D@HjLIVING-MA.117@r01@i385@p479330@l7410@n6@e17.784@d8.0@gCA50@s32.00@v@Gl7410@w0@C86@
LIVING-MA.117;21869;V35;386;27;8mm;12,14;6;506;506;BF2D@HjLIVING-MA.117@r01@i386@p479331@l5060@n6@e12.144@d8.0@gCA50@s32.00@v@Gl5060@w0@C69@
LIVING-MA.117;21869;V35;387;28;8mm;13,32;6;555;555;BF2D@HjLIVING-MA.117@r01@i387@p479332@l5550@n6@e13.32@d8.0@gCA50@s32.00@v@Gl5550@w0@C78@
LIVING-MA.117;21869;V35;388;29;8mm;19,18;6;799;799;BF2D@HjLIVING-MA.117@r01@i388@p479333@l7990@n6@e19.176@d8.0@gCA50@s32.00@v@Gl7990@w0@C89@
LIVING-MA.117;21869;V36;389;01;6,3mm;2,55;2;510;510;BF2D@HjLIVING-MA.117@r01@i389@p479335@l5100@n2@e2.55@d6.3@gCA50@s25.00@v@Gl5100@w0@C73@
LIVING-MA.117;21869;V36;390;02;12,5mm;10,44;3;355;352;BF2D@HjLIVING-MA.117@r01@i390@p479336@l3550@n3@e10.437@d12.5@gCA50@s50.00@v@Gl500@w-90@l3050@w0@C72@
LIVING-MA.117;21869;V36;391;03;12,5mm;5,88;2;300;297;BF2D@HjLIVING-MA.117@r01@i391@p479337@l3000@n2@e5.88@d12.5@gCA50@s50.00@v@Gl500@w-90@l2500@w0@C76@
LIVING-MA.117;21869;V36;392;04;12,5mm;10,62;2;542;542;BF2D@HjLIVING-MA.117@r01@i392@p479338@l5420@n2@e10.623@d12.5@gCA50@s50.00@v@Gl5420@w0@C85@
LIVING-MA.117;21869;V36;393;05;12,5mm;7,53;2;384;384;BF2D@HjLIVING-MA.117@r01@i393@p479339@l3840@n2@e7.526@d12.5@gCA50@s50.00@v@Gl3840@w0@C83@
LIVING-MA.117;21869;V36;394;06;6,3mm;2,17;2;435;435;BF2D@HjLIVING-MA.117@r01@i394@p479340@l4350@n2@e2.175@d6.3@gCA50@s25.00@v@Gl4350@w0@C82@
LIVING-MA.117;21869;V36;395;07;12,5mm;6,76;3;230;227;BF2D@HjLIVING-MA.117@r01@i395@p479341@l2300@n3@e6.762@d12.5@gCA50@s50.00@v@Gl380@w-90@l1920@w0@C79@
LIVING-MA.117;21869;V36;396;08;12,5mm;22,83;2;1165;1162;BF2D@HjLIVING-MA.117@r01@i396@p479342@l11650@n2@e22.834@d12.5@gCA50@s50.00@v@Gl520@w-90@l11130@w0@C66@
LIVING-MA.117;21869;V36;397;09;12,5mm;5,14;1;525;525;BF2D@HjLIVING-MA.117@r01@i397@p479343@l5250@n1@e5.145@d12.5@gCA50@s50.00@v@Gl5250@w0@C96@
LIVING-MA.117;21869;V36;398;10;16mm;26,91;2;841;837;BF2D@HjLIVING-MA.117@r01@i398@p479344@l8410@n2@e26.912@d16.0@gCA50@s240.00@v@Gl460@w-90@l7950@w0@C91@
LIVING-MA.117;21869;V36;399;11;16mm;19,68;2;615;615;BF2D@HjLIVING-MA.117@r01@i399@p479345@l6150@n2@e19.68@d16.0@gCA50@s240.00@v@Gl6150@w0@C66@
LIVING-MA.117;21869;V36;400;12;6,3mm;34,50;92;150;145;BF2D@HjLIVING-MA.117@r01@i400@p479346@l1500@n92@e34.5@d6.3@gCA50@s25.00@v@Gl60@w-120@l550@w-90@l140@w-90@l550@w-90@l140@w-120@l60@w0@C73@
LIVING-MA.117;21869;V22;185;01;16mm;13,60;2;425;421;BF2D@HjLIVING-MA.117@r01@i185@p479117@l4250@n2@e13.6@d16.0@gCA50@s240.00@v@Gl480@w-90@l3770@w0@C81@
LIVING-MA.117;21869;V22;186;02;16mm;35,14;3;732;724;BF2D@HjLIVING-MA.117@r01@i186@p479118@l7320@n3@e35.136@d16.0@gCA50@s240.00@v@Gl480@w-90@l6360@w-90@l480@w0@C82@
LIVING-MA.117;21869;V22;187;03;16mm;16,67;2;521;517;BF2D@HjLIVING-MA.117@r01@i187@p479119@l5210@n2@e16.672@d16.0@gCA50@s240.00@v@Gl540@w-90@l4670@w0@C71@
LIVING-MA.117;21869;V22;188;04;16mm;4,48;1;280;280;BF2D@HjLIVING-MA.117@r01@i188@p479120@l2800@n1@e4.48@d16.0@gCA50@s240.00@v@Gl2800@w0@C76@
LIVING-MA.117;21869;V22;189;05;12,5mm;5,49;2;280;277;BF2D@HjLIVING-MA.117@r01@i189@p479121@l2800@n2@e5.488@d12.5@gCA50@s50.00@v@Gl550@w-90@l2250@w0@C78@
LIVING-MA.117;21869;V22;190;06;12,5mm;2,11;1;215;215;BF2D@HjLIVING-MA.117@r01@i190@p479122@l2150@n1@e2.107@d12.5@gCA50@s50.00@v@Gl2150@w0@C91@
LIVING-MA.117;21869;V22;191;07;6,3mm;12,75;30;170;165;BF2D@HjLIVING-MA.117@r01@i191@p479123@l1700@n30@e12.75@d6.3@gCA50@s25.00@v@Gl60@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l60@w0@C90@
LIVING-MA.117;21869;V22;192;08;8mm;15,19;6;633;633;BF2D@HjLIVING-MA.117@r01@i192@p479124@l6330@n6@e15.192@d8.0@gCA50@s32.00@v@Gl6330@w0@C66@
LIVING-MA.117;21869;V24;209;01;12,5mm;5,68;2;290;284;BF2D@HjLIVING-MA.117@r01@i209@p479143@l2900@n2@e5.684@d12.5@gCA50@s50.00@v@Gl380@w-90@l2140@w-90@l380@w0@C95@
LIVING-MA.117;21869;V24;210;02;10mm;7,41;4;294;289;BF2D@HjLIVING-MA.117@r01@i210@p479144@l2940@n4@e7.409@d10.0@gCA50@s40.00@v@Gl400@w-90@l2140@w-90@l400@w0@C89@
LIVING-MA.117;21869;V24;211;03;6,3mm;3,25;10;130;125;BF2D@HjLIVING-MA.117@r01@i211@p479145@l1300@n10@e3.25@d6.3@gCA50@s25.00@v@Gl60@w-120@l450@w-90@l140@w-90@l450@w-90@l140@w-120@l60@w0@C92@
LIVING-MA.117;21869;V39;440;01;6,3mm;1,43;2;285;285;BF2D@HjLIVING-MA.117@r01@i440@p479389@l2850@n2@e1.425@d6.3@gCA50@s25.00@v@Gl2850@w0@C74@
LIVING-MA.117;21869;V39;441;02;10mm;4,36;4;173;171;BF2D@HjLIVING-MA.117@r01@i441@p479390@l1730@n4@e4.36@d10.0@gCA50@s40.00@v@Gl270@w-90@l1460@w0@C79@
LIVING-MA.117;21869;V39;442;03;12,5mm;11,62;2;593;587;BF2D@HjLIVING-MA.117@r01@i442@p479391@l5930@n2@e11.623@d12.5@gCA50@s50.00@v@Gl450@w-90@l5030@w-90@l450@w0@C82@
LIVING-MA.117;21869;V39;443;04;12,5mm;4,72;1;482;479;BF2D@HjLIVING-MA.117@r01@i443@p479392@l4820@n1@e4.724@d12.5@gCA50@s50.00@v@Gl440@w-90@l4380@w0@C76@
LIVING-MA.117;21869;V39;444;05;6,3mm;8,40;24;140;135;BF2D@HjLIVING-MA.117@r01@i444@p479393@l1400@n24@e8.4@d6.3@gCA50@s25.00@v@Gl60@w-120@l500@w-90@l140@w-90@l500@w-90@l140@w-120@l60@w0@C95@
LOCALIZADOR;PLAN.;ELEMENTO;OS;POSICAO;BITOLA;PESO (KG);QTDE;COMPR. UNIT.;Compr. Corte;QR CODE
LIVING-MA.117;21869;V41;462;01;12,5mm;10,88;2;555;549;BF2D@HjLIVING-MA.117@r01@i462@p479413@l5550@n2@e10.878@d12.5@gCA50@s50.00@v@Gl550@w-90@l4630@w-90@l370@w0@C69@
LIVING-MA.117;21869;V41;463;02;12,5mm;3,38;1;345;342;BF2D@HjLIVING-MA.117@r01@i463@p479414@l3450@n1@e3.381@d12.5@gCA50@s50.00@v@Gl550@w-90@l2900@w0@C85@
LIVING-MA.117;21869;V41;464;03;12,5mm;11,17;2;570;564;BF2D@HjLIVING-MA.117@r01@i464@p479415@l5700@n2@e11.172@d12.5@gCA50@s50.00@v@Gl550@w-90@l4600@w-90@l550@w0@C83@
LIVING-MA.117;21869;V41;465;04;6,3mm;9,35;22;170;165;BF2D@HjLIVING-MA.117@r01@i465@p479416@l1700@n22@e9.35@d6.3@gCA50@s25.00@v@Gl60@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l60@w0@C94@
LIVING-MA.117;21869;V41;466;05;8mm;11,45;6;477;475;BF2D@HjLIVING-MA.117@r01@i466@p479417@l4770@n6@e11.448@d8.0@gCA50@s32.00@v@Gl130@w-90@l4640@w0@C68@
LIVING-MA.117;21869;V37;401;01;16mm;9,44;2;295;295;BF2D@HjLIVING-MA.117@r01@i401@p479348@l2950@n2@e9.44@d16.0@gCA50@s240.00@v@Gl2950@w0@C94@
LIVING-MA.117;21869;V37;402;02;16mm;3,84;1;240;240;BF2D@HjLIVING-MA.117@r01@i402@p479349@l2400@n1@e3.84@d16.0@gCA50@s240.00@v@Gl2400@w0@C83@
LIVING-MA.117;21869;V37;403;03;10mm;3,46;2;275;275;BF2D@HjLIVING-MA.117@r01@i403@p479350@l2750@n2@e3.465@d10.0@gCA50@s40.00@v@Gl2750@w0@C78@
LIVING-MA.117;21869;V37;404;04;25mm;45,24;2;580;580;BF2D@HjLIVING-MA.117@r01@i404@p479351@l5800@n2@e45.24@d25.0@gCA50@s375.00@v@Gl5800@w0@C80@
LIVING-MA.117;21869;V37;405;05;25mm;35,10;2;450;450;BF2D@HjLIVING-MA.117@r01@i405@p479352@l4500@n2@e35.1@d25.0@gCA50@s375.00@v@Gl4500@w0@C76@
LIVING-MA.117;21869;V37;406;06;25mm;24,57;2;315;315;BF2D@HjLIVING-MA.117@r01@i406@p479353@l3150@n2@e24.57@d25.0@gCA50@s375.00@v@Gl3150@w0@C81@
LIVING-MA.117;21869;V37;407;07;25mm;51,09;2;655;655;BF2D@HjLIVING-MA.117@r01@i407@p479354@l6550@n2@e51.09@d25.0@gCA50@s375.00@v@Gl6550@w0@C68@
LIVING-MA.117;21869;V37;408;08;25mm;38,22;2;490;490;BF2D@HjLIVING-MA.117@r01@i408@p479355@l4900@n2@e38.22@d25.0@gCA50@s375.00@v@Gl4900@w0@C72@
LIVING-MA.117;21869;V37;409;09;25mm;32,37;2;415;415;BF2D@HjLIVING-MA.117@r01@i409@p479356@l4150@n2@e32.37@d25.0@gCA50@s375.00@v@Gl4150@w0@C76@
LIVING-MA.117;21869;V37;410;10;12,5mm;12,49;3;425;422;BF2D@HjLIVING-MA.117@r01@i410@p479357@l4250@n3@e12.495@d12.5@gCA50@s50.00@v@Gl550@w-90@l3700@w0@C65@
LIVING-MA.117;21869;V37;411;11;12,5mm;6,57;2;335;332;BF2D@HjLIVING-MA.117@r01@i411@p479358@l3350@n2@e6.566@d12.5@gCA50@s50.00@v@Gl550@w-90@l2800@w0@C78@
LIVING-MA.117;21869;V37;412;12;16mm;14,56;2;455;455;BF2D@HjLIVING-MA.117@r01@i412@p479359@l4550@n2@e14.56@d16.0@gCA50@s240.00@v@Gl4550@w0@C79@
LIVING-MA.117;21869;V37;413;13;20mm;92,00;4;920;920;BF2D@HjLIVING-MA.117@r01@i413@p479360@l9200@n4@e92@d20.0@gCA50@s300.00@v@Gl9200@w0@C85@
LIVING-MA.117;21869;V37;414;14;20mm;20,25;2;405;405;BF2D@HjLIVING-MA.117@r01@i414@p479361@l4050@n2@e20.25@d20.0@gCA50@s300.00@v@Gl4050@w0@C77@
LIVING-MA.117;21869;V37;415;15;16mm;25,15;2;786;782;BF2D@HjLIVING-MA.117@r01@i415@p479362@l7860@n2@e25.152@d16.0@gCA50@s240.00@v@Gl600@w-90@l7260@w0@C76@
